IMO number,MMSI,Name of the ship,Former names,Vessel type,Operating status,Flag,Gross tonnage,Deadweight,Length,Breadth,Engine type,Year of build,Builder,Classification society,Home port,Owner,Manager,Description,Engine model,Engine power
9153642,244379000,JUMBO VISION,,Heavy lift vessel,Active,Netherlands,7966 tons,6993 tons,110 m,20 m,MAN-B&W,2000,"MADENCI SHIPYARD - ISTANBUL, TURKEY",LLOYD'S SHIPPING REGISTER,ROTTERDAM,"JUMBO MARITIME - ROTTERDAM, NETHERLANDS","KAHN SHIPPING - SCHIEDAM, NETHERLANDS","JUMBO VISION is a Heavy lift vessel built in 2000 by MADENCI SHIPYARD - ISTANBUL, TURKEY. Currently sailing under the flag of Netherlands. It's gross tonnage is 7966 tons.",7S35MC,4900 KW
9720483,255805855,MSC CHLOE,"XU YANG 11                                                                               (2019, Portugal)                          MSC CHLOE                                                                               (2019, China)                          MYEZ5                                                                               (2018, Portugal)                          M RW0                                                                               (2018, Portugal)                          MQ O                                                                               (2018, Portugal)",Container ship,Active,Portugal,94469 tons,110442 tons,299 m,48 m,,2016,"JIANGNAN CHANGXING SHIPBUILDING - SHANGHAI, CHINA",GERMANISCHER LLOYD,,"HANYUAN SHANGHAI SHIP - SHANGHAI, CHINA","MSC MEDITERRANEAN SHIPPING - GENEVA, SWITZERLAND","MSC CHLOE is a Container ship built in 2016 by JIANGNAN CHANGXING SHIPBUILDING - SHANGHAI, CHINA. Currently sailing under the flag of Portugal. Formerly also known as XU YANG 11, MSC CHLOE, MYEZ5, M RW0, MQ O. It's gross tonnage is 94469 tons.",,
9508378,215516000,SUDE S,SUDE S                                                                               (2019)                          MT SUDE-S                                                                               (2009),Chemical/Oil tanker,Active,Malta,2802 tons,3557 tons,93 m,14 m,MAN-B&W,2009,"YILDIRIM SHIPYARD - ISTANBUL, TURKEY",BUREAU VERITAS,VALLETTA,"SENER PETROL DENIZCILIK - ISTANBUL, TURKEY","SENER PETROL DENIZCILIK - ISTANBUL, TURKEY","SUDE S is a Chemical/Oil tanker built in 2009 by YILDIRIM SHIPYARD - ISTANBUL, TURKEY. Currently sailing under the flag of Malta. Formerly also known as SUDE S, MT SUDE-S. It's gross tonnage is 2802 tons.",8L28/32,1960 KW
9437309,351734000,ABB VANESSA,HR FREQUENCY                                                                               (2015)                          HR FREQUENCY                                                                               (2011)                          BELUGA FREQUENCY                                                                               (2011),General cargo vessel,Active,Panama,9611 tons,12629 tons,139 m,21 m,MAK,2009,"QINGSHAN SHIPYARD - WUHAN, CHINA",GERMANISCHER LLOYD,MONROVIA,"HAMMONIA REEDEREI - HAMBURG, GERMANY","HAMMONIA REEDEREI - HAMBURG, GERMANY","ABB VANESSA is a General cargo vessel built in 2009 by QINGSHAN SHIPYARD - WUHAN, CHINA. Currently sailing under the flag of Panama. Formerly also known as HR FREQUENCY, HR FREQUENCY, BELUGA FREQUENCY. It's gross tonnage is 9611 tons.",6M43C,5400 KW
9619921,219018692,MARY MAERSK,"MARY MAERUZ                                                                               (2019, Denmark)                          MARY                                                                               (2018, Denmark)                          QEX7X                                                                               (2018, Denmark)                          Y                                                                               (2018, Denmark)                          L PK                                                                               (2017, Denmark)                          MARIE MAERSK                                                                               (2013, Denmark)",Container ship,Active,Denmark,194849 tons,194252 tons,399 m,59 m,,2013,"DAEWOO SHIPBUILDING & MARINE ENGINEERING CO. LTD. - GEOJE, SOUTH KOREA",AMERICAN BUREAU OF SHIPPING,SVENDBORG,"AP MOLLER MAERSK COPENHAGEN, DENMARK","AP MOLLER MAERSK COPENHAGEN, DENMARK","MARY MAERSK is a Container ship built in 2013 by DAEWOO SHIPBUILDING & MARINE ENGINEERING CO. LTD. - GEOJE, SOUTH KOREA. Currently sailing under the flag of Denmark. Formerly also known as MARY MAERUZ, MARY, QEX7X, Y, L PK, MARIE MAERSK. It's gross tonnage is 194849 tons.",,
9399492,311000335,CASCADE SPIRIT,"CASCADE SPIRIT                                                                               (2019, Bahamas)                          SPIRIT&BQ5 CAP                                                                               (2018, Bahamas)                          CA CADE SPHRIT                                                                               (2018, Bahamas)                          KAMARI                                                                               (2015, Greece)                          KAMARI 8U                                                                               (2012, Greece)",Crude oil tanker,Active,Bahamas,83545 tons,156853 tons,274 m,48 m,,2009,"NANTONG RONGSHENG SHIPBUILDING - SHANGHAI, CHINA",AMERICAN BUREAU OF SHIPPING,NASSAU,"HEIDMAR - NORWALK CT, United States (USA)","TMS TANKERS - ATHENS, GREECE","CASCADE SPIRIT is a Crude oil tanker built in 2009 by NANTONG RONGSHENG SHIPBUILDING - SHANGHAI, CHINA. Currently sailing under the flag of Bahamas. Formerly also known as CASCADE SPIRIT, SPIRIT&BQ5 CAP, CA CADE SPHRIT, KAMARI, KAMARI 8U. It's gross tonnage is 83545 tons.",,
9360491,255803370,CORNION,VISEU                                                                               (2015),General cargo vessel,Active,Portugal,2956 tons,4933 tons,90 m,14 m,MAK,2008,"KHERSON SHIPYARD - KHERSON, UKRAINE",LLOYD'S SHIPPING REGISTER,MADEIRA,"LICO LEASING - MADRID, SPAIN",NAVEIRO TRANSPORTES MARITIMOS LISBOA - PORTUGAL,"CORNION is a General cargo vessel built in 2008 by KHERSON SHIPYARD - KHERSON, UKRAINE. Currently sailing under the flag of Portugal. Formerly also known as VISEU. It's gross tonnage is 2956 tons.",,1850 KW
9696589,538005408,STI POPLAR,,Chemical/Oil tanker,Active,Marshall Islands,24230 tons,38734 tons,184 m,27 m,MAN-B&W,2014,"HYUNDAI MIPO DOCKYARD CO. LTD. - ULSAN, SOUTH KOREA",DET NORSKE VERITAS,,SCORPIO COMMERCIAL MANAGEMENT - MONACO,SCORPIO COMMERCIAL MANAGEMENT - MONACO,"STI POPLAR is a Chemical/Oil tanker built in 2014 by HYUNDAI MIPO DOCKYARD CO. LTD. - ULSAN, SOUTH KOREA. Currently sailing under the flag of Marshall Islands. It's gross tonnage is 24230 tons.",6S50ME,10680 KW
9368778,565487000,CHRISTOPH SCHULTE,,LPG carrier,Active,Singapore,9110 tons,10309 tons,119 m,20 m,MAN-B&W,2007,"STX SHIPBUILDING CO. LTD. - SEOUL, SOUTH KOREA",DET NORSKE VERITAS,,BSM SINGAPORE - SINGAPORE,BSM SINGAPORE - SINGAPORE,"CHRISTOPH SCHULTE is a LPG carrier built in 2007 by STX SHIPBUILDING CO. LTD. - SEOUL, SOUTH KOREA. Currently sailing under the flag of Singapore. It's gross tonnage is 9110 tons.",8S35MC7,5920 KW
9465306,477307300,MSC RENEE,MSC RENEE                                                                               (2016),Container ship,Active,Hong Kong,141635 tons,148549 tons,366 m,48 m,MAN-B&W,2012,HYUNDAI HEAVY INDUSTRIES CO. LTD. - ULSAN (KOR). YARD NO. 2166,GERMANISCHER LLOYD,HONG KONG,"ER SCHIFFAHRT - HAMBURG, GERMANY","ER SCHIFFAHRT - HAMBURG, GERMANY",MSC RENEE is a Container ship built in 2012 by HYUNDAI HEAVY INDUSTRIES CO. LTD. - ULSAN (KOR). YARD NO. 2166. Currently sailing under the flag of Hong Kong. Formerly also known as MSC RENEE. It's gross tonnage is 141635 tons.,12K98ME-C,74000 KW
9590670,525008072,GAS WALIO,GAS WALIO                                                                               (2012),LPG carrier,Active,Indonesia,18006 tons,17400 tons,158 m,26 m,,2011,"HYUNDAI HEAVY INDUSTRIES CO. LTD. - ULSAN, SOUTH KOREA",BUREAU VERITAS,JAKARTA,"PERTAMINA - JAKARTA, INDONESIA","PERTAMINA - JAKARTA, INDONESIA","GAS WALIO is a LPG carrier built in 2011 by HYUNDAI HEAVY INDUSTRIES CO. LTD. - ULSAN, SOUTH KOREA. Currently sailing under the flag of Indonesia. Formerly also known as GAS WALIO. It's gross tonnage is 18006 tons.",,
9525443,224943140,VEHINTICINCO,,Other,Active,Spain,428 tons,413 tons,31 m,11 m,,2010,"ASTILLEROS ARMON - NAVIA, SPAIN",BUREAU VERITAS,SANTANDER,"REMOLQUES UNIDOS - SANTANDER, SPAIN","REMOLQUES UNIDOS - SANTANDER, SPAIN","VEHINTICINCO is a Other built in 2010 by ASTILLEROS ARMON - NAVIA, SPAIN. Currently sailing under the flag of Spain. It's gross tonnage is 428 tons.",,
9301483,636019413,MSC PARIS,"MSC PARIS                                                                               (2019, Portugal)                          MY5GZ                                                                               (2018, Portugal)                          BBC PARIS                                                                               (2017, Portugal)                          MS                                                                               (2017, Portugal)                          CSAV PARIS                                                                               (2013, Liberia)",Container ship,Active,Liberia,89941 tons,102762 tons,334 m,42 m,MAN-B&W,2006,"HYUNDAI HEAVY INDUSTRIES CO. LTD. - ULSAN, SOUTH KOREA",GERMANISCHER LLOYD,,"HAMMONIA REEDEREI - HAMBURG, GERMANY","HAMMONIA REEDEREI - HAMBURG, GERMANY","MSC PARIS is a Container ship built in 2006 by HYUNDAI HEAVY INDUSTRIES CO. LTD. - ULSAN, SOUTH KOREA. Currently sailing under the flag of Liberia. Formerly also known as MSC PARIS, MY5GZ, BBC PARIS, MS, CSAV PARIS. It's gross tonnage is 89941 tons.",12K98MC-C,68640 KW
9459022,403518001,NCC NAJEM,NCC NAJEM                                                                               (2013),Chemical/Oil tanker,Active,Saudi Arabia,29168 tons,45499 tons,182 m,32 m,MAN-B&W,2012,"SHINASB YARD - TONGYOUNG, SOUTH KOREA",DET NORSKE VERITAS,DAMMAM,"NATIONAL CHEMICAL CARRIERS - RIYADH, SAUDI ARABIA","MIDEAST SHIPMANAGEMENT - DUBAI, UNITED ARAB EMIRATES","NCC NAJEM is a Chemical/Oil tanker built in 2012 by SHINASB YARD - TONGYOUNG, SOUTH KOREA. Currently sailing under the flag of Saudi Arabia. Formerly also known as NCC NAJEM. It's gross tonnage is 29168 tons.",6s50mc-c7,9777 KW
9263174,538005372,MOUNT MCKINNEY,"MOUNT MCKINNEY                                                                               (2013, Belize)",Chemical/Oil tanker,Active,Marshall Islands,22518 tons,39997 tons,182 m,28 m,Mitsubishi,2004,"SAIKI HEAVY INDUSTRIES - SAIKI, JAPAN",AMERICAN BUREAU OF SHIPPING,,"SYSTEMAR - ODESSA, UKRAINE","SYSTEMAR - ODESSA, UKRAINE","MOUNT MCKINNEY is a Chemical/Oil tanker built in 2004 by SAIKI HEAVY INDUSTRIES - SAIKI, JAPAN. Currently sailing under the flag of Marshall Islands. Formerly also known as MOUNT MCKINNEY. It's gross tonnage is 22518 tons.",6UEC52LS,8090 KW
9327580,277549000,KANTATA,"KARIN S                                                                               (2017, Antigua & Barbuda)                          SAFMARINE PANTANAL                                                                               (2012, Antigua & Barbuda)",General cargo vessel,Active,Lithuania,9957 tons,13733 tons,147 m,23 m,MAN-B&W,2006,"JINLING SHIPYARD - NANJING, CHINA",GERMANISCHER LLOYD,KLAIPEDA,"H.SCHEPERS BEREEDERUNG - ELSFLETH, GERMANY","H.SCHEPERS BEREEDERUNG - ELSFLETH, GERMANY","KANTATA is a General cargo vessel built in 2006 by JINLING SHIPYARD - NANJING, CHINA. Currently sailing under the flag of Lithuania. Formerly also known as KARIN S, SAFMARINE PANTANAL. It's gross tonnage is 9957 tons.",7L58/64,9730 KW
9285990,209550000,AMERICA,CSCL AMERICA                                                                               (2018)                          MSC BALTIC                                                                               (2009),Container ship,Active,Cyprus,90645 tons,107749 tons,334 m,42 m,Pielstick,2004,"SAMSUNG SHIPBUILDING & HEAVY INDUSTRIES CO. LTD. - GEOJE, SOUTH KOREA",LLOYD'S SHIPPING REGISTER,LIMASSOL,,,"AMERICA is a Container ship built in 2004 by SAMSUNG SHIPBUILDING & HEAVY INDUSTRIES CO. LTD. - GEOJE, SOUTH KOREA. Currently sailing under the flag of Cyprus. Formerly also known as CSCL AMERICA, MSC BALTIC. It's gross tonnage is 90645 tons.",12l90-gfc,8000 KW
9395185,271000957,ZELIHA K,"TURABI EFENDI                                                                               (2019, Turkey)                          MV TURABI EFENDI                                                                               (2009, Turkey)",General cargo vessel,Active,Turkey,2963 tons,4500 tons,93 m,16 m,,2007,"TURKOGLU SHIPYARD - ISTANBUL, TURKEY",BUREAU VERITAS,ISTANBUL,"MAY ELEKTRONIK VE PAZARLAMA - ISTANBUL, TURKEY","KUTUP SHIPPING & TRADING - ISTANBUL, TURKEY","ZELIHA K is a General cargo vessel built in 2007 by TURKOGLU SHIPYARD - ISTANBUL, TURKEY. Currently sailing under the flag of Turkey. Formerly also known as TURABI EFENDI, MV TURABI EFENDI. It's gross tonnage is 2963 tons.",,
9577109,636015359,SCF PEARL,,Crude oil tanker,Active,Liberia,42208 tons,74552 tons,228 m,32 m,,2011,"HYUNDAI MIPO DOCKYARD CO. LTD. - ULSAN, SOUTH KOREA",LLOYD'S SHIPPING REGISTER,MONROVIA,SCF UNICOM SINGAPORE - SINGAPORE,SCF UNICOM SINGAPORE - SINGAPORE,"SCF PEARL is a Crude oil tanker built in 2011 by HYUNDAI MIPO DOCKYARD CO. LTD. - ULSAN, SOUTH KOREA. Currently sailing under the flag of Liberia. It's gross tonnage is 42208 tons.",,
9261578,255802440,MADDY,"M                                                                               (2018, Portugal)                          MADDP                                                                               (2018, Portugal)                          MOMPP                                                                               (2018, Portugal)                          MCC KWANGYANG                                                                               (2018, Portugal)                          MF 8                                                                               (2018, Portugal)                          MADDY                                                                               (2018, Iceland)                          CORAL MAYA                                                                               (2013, Netherlands)                          MAYA STAR ONE                                                                               (2010, Italy)                          MAYA STAR                                                                               (2006)",LPG carrier,Active,Portugal,2708 tons,3090 tons,74 m,14 m,Schottel,2004,"CANTIERE NAVALE DE POLI - VENEZIA, ITALY",,,"LUMASHIP - NAPOLI, ITALY","LUMASHIP - NAPOLI, ITALY","MADDY is a LPG carrier built in 2004 by CANTIERE NAVALE DE POLI - VENEZIA, ITALY. Currently sailing under the flag of Portugal. Formerly also known as M, MADDP, MOMPP, MCC KWANGYANG, MF 8, MADDY, CORAL MAYA, MAYA STAR ONE, MAYA STAR. It's gross tonnage is 2708 tons.",STP 550,2100 KW
9710323,538006249,ECO ROYALTY,GAS SUPERIOR                                                                               (2020)                          GAS SUPERIOR                                                                               (2020)                          B GAS SUPERIOR                                                                               (2020),LPG carrier,Active,Marshall Islands,3589 tons,3720 tons,95 m,15 m,B&W,2015,"KITANIHON SHIPBUILDING - HACHINOHE, JAPAN",AMERICAN BUREAU OF SHIPPING,VALLETTA,"BRAVE MARITIME - ATHENS, GREECE","BRAVE MARITIME - ATHENS, GREECE","ECO ROYALTY is a LPG carrier built in 2015 by KITANIHON SHIPBUILDING - HACHINOHE, JAPAN. Currently sailing under the flag of Marshall Islands. Formerly also known as GAS SUPERIOR, GAS SUPERIOR, B GAS SUPERIOR. It's gross tonnage is 3589 tons.",,2500 KW
